order_id,product_id,order_date,quantity,price,seller_id,category,revenue,returned,shipping_days,customer_segment
O004646,P00236,2022-10-31,1,38.88,S0062,Food & Beverage,54.43,False,2,VIP
O004647,P01620,2024-01-24,2,119.96,S0101,Jewelry,275.91,False,4,Returning
O004648,P00859,2022-11-18,1,17.46,S0102,Fashion,24.44,False,2,VIP
O004649,P00966,2024-01-16,1,44.19,S0125,Fashion,44.19,False,3,New
O004650,P01569,2022-12-27,1,269.48,S0050,Jewelry,309.9,False,2,Returning
O004651,P00633,2023-05-28,1,53.5,S0061,Art & Crafts,61.52,False,8,Returning
O004652,P01566,2022-09-08,1,94.46,S0002,Beauty,94.46,False,11,New
O004653,P01458,2023-03-05,2,27.71,S0120,Electronics,63.73,False,3,Returning
O004654,P01570,2023-05-26,3,94.57,S0095,Beauty,283.71,False,2,New
O004655,P01669,2023-08-20,3,56.43,S0057,Beauty,194.68,False,5,Returning
O004656,P00208,2023-04-27,1,328.56,S0095,Fashion,328.56,False,2,New
O004657,P00140,2023-01-10,2,67.77,S0033,Home & Garden,155.87,False,4,Returning
O004658,P00588,2023-10-05,1,30.71,S0045,Food & Beverage,35.32,False,4,Returning
O004659,P00587,2022-09-24,2,14.35,S0108,Sports,40.18,False,4,VIP
O004660,P01844,2023-09-28,1,60.83,S0137,Sports,60.83,False,5,New
O004661,P01331,2023-10-29,2,10.27,S0055,Books,23.62,False,8,Returning
O004662,P00917,2022-09-04,1,40.01,S0012,Toys & Games,40.01,False,4,New
O004663,P00967,2023-10-07,1,8.3,S0012,Books,11.62,False,5,VIP
O004664,P00570,2023-06-18,2,33.13,S0026,Fashion,76.2,False,7,Returning
O004665,P01122,2023-03-01,1,27.84,S0049,Beauty,38.98,False,4,VIP
O004666,P00125,2023-01-15,1,86.28,S0111,Art & Crafts,86.28,False,9,New
O004667,P01984,2022-12-18,2,220.55,S0061,Sports,507.26,False,6,Returning
O004668,P01373,2022-10-30,1,66.44,S0149,Jewelry,76.41,False,4,Returning
O004669,P00134,2023-10-15,3,37.58,S0006,Fashion,129.65,False,5,Returning
O004670,P00996,2023-07-10,2,62.91,S0089,Fashion,176.15,False,7,VIP
O004671,P01250,2023-10-24,3,93.77,S0102,Sports,281.31,False,7,New
O004672,P01969,2023-05-27,1,7.87,S0150,Fashion,9.05,False,9,Returning
O004673,P01736,2023-01-30,1,81.43,S0044,Sports,81.43,False,4,New
O004674,P01573,2022-10-27,3,25.13,S0022,Fashion,86.7,False,6,Returning
O004675,P00650,2023-06-09,2,159.36,S0117,Electronics,366.53,False,3,Returning
O004676,P01744,2022-11-12,2,69.33,S0007,Toys & Games,159.46,False,5,Returning
O004677,P00706,2023-07-08,2,12.39,S0062,Home & Garden,28.5,False,7,Returning
O004678,P00568,2023-04-01,1,16.77,S0016,Art & Crafts,19.29,False,3,Returning
O004679,P00339,2023-11-28,1,190.29,S0143,Electronics,266.41,False,2,VIP
O004680,P00839,2022-11-04,3,30.28,S0084,Jewelry,104.47,False,4,Returning
O004681,P00322,2023-04-18,1,29.01,S0137,Beauty,33.36,False,2,Returning
O004682,P01837,2023-09-16,1,504.64,S0012,Sports,580.34,False,2,Returning
O004683,P01111,2023-09-30,1,12.77,S0088,Sports,14.69,False,4,Returning
O004684,P00095,2023-07-03,1,45.63,S0078,Sports,52.47,False,4,Returning
O004685,P00196,2023-01-08,1,41.73,S0013,Sports,47.99,False,2,Returning
O004686,P00192,2023-12-01,1,27.04,S0010,Electronics,27.04,False,4,New
O004687,P00656,2022-08-28,2,14.67,S0120,Books,33.74,True,5,Returning
O004688,P00522,2023-03-24,1,32.27,S0036,Beauty,37.11,False,4,Returning
O004689,P00753,2023-10-26,1,42.65,S0074,Fashion,42.65,False,2,New
O004690,P01685,2023-01-07,1,47.23,S0069,Toys & Games,47.23,False,5,New
O004691,P00988,2023-10-22,2,23.32,S0125,Jewelry,46.64,False,3,New
O004692,P01006,2023-05-22,2,19.08,S0014,Beauty,43.88,False,2,Returning
O004693,P01676,2023-04-05,2,16.05,S0143,Books,36.92,False,6,Returning
O004694,P00013,2023-09-10,2,83.7,S0103,Fashion,167.4,False,5,New
O004695,P00254,2022-10-07,1,50.32,S0053,Electronics,57.87,False,8,Returning
O004696,P00081,2023-06-11,1,31.64,S0048,Food & Beverage,31.64,False,4,New
O004697,P01746,2023-08-18,1,4.69,S0127,Electronics,4.69,False,8,New
O004698,P00373,2022-08-30,1,28.57,S0071,Books,28.57,True,7,New
O004699,P00394,2023-12-10,3,110.27,S0055,Home & Garden,380.43,False,8,Returning
O004700,P01914,2023-04-23,1,11.39,S0023,Fashion,11.39,False,3,New
O004701,P01756,2022-09-04,1,26.01,S0021,Art & Crafts,36.41,False,5,VIP
O004702,P01933,2023-09-09,1,12.49,S0128,Toys & Games,14.36,False,6,Returning
O004703,P00418,2024-01-12,1,12.13,S0096,Beauty,13.95,False,6,Returning
O004704,P01083,2023-11-18,1,49.09,S0147,Electronics,56.45,False,5,Returning
O004705,P00128,2023-09-30,1,47.69,S0111,Fashion,66.77,False,5,VIP
O004706,P00817,2023-06-04,2,21.76,S0015,Fashion,50.05,False,2,Returning
O004707,P00774,2022-10-31,2,6.17,S0007,Art & Crafts,12.34,False,6,New
O004708,P01804,2023-01-28,1,39.7,S0063,Jewelry,39.7,False,7,New
O004709,P01565,2023-06-13,1,41.77,S0013,Art & Crafts,48.04,False,2,Returning
O004710,P01357,2023-07-21,1,64.99,S0025,Sports,74.74,False,6,Returning
O004711,P00892,2023-07-21,1,12.65,S0006,Books,14.55,False,2,Returning
O004712,P00282,2022-11-22,2,23.1,S0005,Books,64.68,True,5,VIP
O004713,P01604,2023-04-15,2,12.48,S0112,Fashion,28.7,False,5,Returning
O004714,P00207,2023-04-27,1,36.79,S0094,Home & Garden,42.31,False,8,Returning
O004715,P01296,2023-04-09,3,43.22,S0144,Electronics,149.11,False,3,Returning
O004716,P01333,2023-05-25,2,47.84,S0150,Jewelry,95.68,False,5,New
O004717,P00403,2023-06-18,1,41.92,S0032,Toys & Games,48.21,True,6,Returning
O004718,P01199,2023-07-03,1,18.28,S0141,Art & Crafts,25.59,False,5,VIP
O004719,P00218,2023-07-08,2,75.66,S0001,Electronics,211.85,True,3,VIP
O004720,P01696,2023-07-09,1,26.91,S0051,Toys & Games,26.91,True,4,New
O004721,P00326,2023-08-02,1,27.22,S0041,Electronics,27.22,False,7,New
O004722,P00756,2023-08-03,2,206.66,S0079,Jewelry,413.32,False,4,New
O004723,P01277,2023-11-19,1,61.76,S0070,Electronics,71.02,False,6,Returning
O004724,P01478,2023-08-08,1,69.47,S0101,Art & Crafts,69.47,False,4,New
O004725,P01213,2023-12-31,1,49.1,S0049,Sports,56.46,False,7,Returning
O004726,P01797,2024-01-17,1,86.26,S0086,Sports,99.2,False,5,Returning
O004727,P01467,2023-06-18,1,13.84,S0058,Art & Crafts,19.38,False,7,VIP
O004728,P01922,2022-10-23,3,5.45,S0015,Books,18.8,False,5,Returning
O004729,P01012,2023-06-28,1,30.89,S0105,Sports,35.52,False,2,Returning
O004730,P00130,2023-07-11,3,17.1,S0113,Art & Crafts,51.3,False,2,New
O004731,P01509,2023-07-27,1,6.17,S0073,Toys & Games,7.1,False,3,Returning
O004732,P00003,2023-11-19,1,32.73,S0054,Sports,37.64,False,2,Returning
O004733,P01990,2023-05-28,1,16.58,S0089,Electronics,16.58,False,2,New
O004734,P01375,2023-09-24,3,35.73,S0079,Food & Beverage,123.27,False,6,Returning
O004735,P00555,2023-11-11,1,160.69,S0149,Electronics,160.69,True,4,New
O004736,P01157,2022-12-18,1,36.36,S0051,Toys & Games,41.81,True,5,Returning
O004737,P01714,2023-03-18,2,9.72,S0024,Food & Beverage,19.44,False,5,New
O004738,P01518,2023-06-04,3,142.58,S0114,Jewelry,598.84,True,5,VIP
O004739,P00266,2023-05-28,2,180.97,S0097,Jewelry,361.94,False,4,New
O004740,P00923,2023-02-11,1,55.34,S0122,Electronics,63.64,False,6,Returning
O004741,P00024,2023-04-22,2,50.7,S0106,Sports,101.4,False,8,New
O004742,P00534,2023-02-02,1,140.79,S0039,Electronics,197.11,False,9,VIP
O004743,P01881,2023-07-31,2,11.97,S0021,Beauty,33.52,False,2,VIP
O004744,P00003,2023-01-21,1,32.73,S0054,Sports,32.73,False,3,New
O004745,P01936,2022-10-25,3,116.46,S0047,Home & Garden,349.38,False,7,New
O004746,P01694,2023-02-20,1,22.4,S0081,Fashion,25.76,False,7,Returning
O004747,P00880,2022-10-11,1,16.84,S0103,Beauty,23.58,True,2,VIP
O004748,P00427,2023-10-07,1,64.29,S0007,Books,73.93,False,8,Returning
O004749,P00004,2023-06-10,2,37.95,S0133,Beauty,106.26,False,5,VIP
O004750,P01643,2023-06-10,1,28.82,S0055,Books,40.35,False,5,VIP
O004751,P00808,2023-01-08,1,20.65,S0001,Home & Garden,23.75,False,7,Returning
O004752,P00784,2023-04-29,1,24.0,S0004,Toys & Games,24.0,False,4,New
O004753,P00503,2024-01-14,2,102.61,S0051,Electronics,287.31,False,3,VIP
O004754,P00232,2023-02-18,1,125.19,S0005,Toys & Games,143.97,False,6,Returning
O004755,P00873,2022-09-23,2,124.3,S0097,Sports,285.89,False,4,Returning
O004756,P00750,2022-10-05,1,6.48,S0088,Books,7.45,False,2,Returning
O004757,P00072,2022-09-26,2,39.8,S0045,Art & Crafts,111.44,True,2,VIP
O004758,P00088,2023-11-02,3,10.15,S0113,Books,30.45,False,4,New
O004759,P00528,2024-01-06,2,9.04,S0017,Books,20.79,False,9,Returning
O004760,P00886,2023-06-06,2,22.1,S0049,Food & Beverage,50.83,False,5,Returning
O004761,P00603,2023-02-20,1,22.72,S0034,Art & Crafts,22.72,False,2,New
O004762,P00450,2023-07-16,3,31.46,S0053,Beauty,132.13,False,6,VIP
O004763,P00439,2024-01-22,1,31.08,S0129,Art & Crafts,35.74,False,5,Returning
O004764,P01556,2024-01-19,2,18.15,S0046,Sports,41.74,False,2,Returning
O004765,P01459,2022-09-30,1,16.53,S0137,Toys & Games,19.01,False,5,Returning
O004766,P01748,2022-10-01,1,46.0,S0148,Home & Garden,46.0,False,2,New
O004767,P01108,2023-12-16,1,61.41,S0109,Books,70.62,False,3,Returning
O004768,P01363,2023-01-16,1,29.0,S0110,Electronics,40.6,True,6,VIP
O004769,P01977,2024-01-20,1,214.1,S0073,Electronics,246.21,False,4,Returning
O004770,P00126,2024-01-12,1,46.8,S0111,Home & Garden,53.82,False,5,Returning
O004771,P00563,2023-01-16,1,12.16,S0109,Toys & Games,12.16,False,8,New
O004772,P01042,2023-11-25,1,29.0,S0059,Toys & Games,29.0,False,5,New
O004773,P01997,2022-12-10,1,11.09,S0002,Art & Crafts,12.75,False,5,Returning
O004774,P00849,2023-01-23,2,7.58,S0021,Beauty,15.16,False,4,New
O004775,P01979,2022-09-13,2,33.35,S0119,Fashion,76.7,False,6,Returning
O004776,P00865,2023-02-23,3,51.36,S0076,Home & Garden,154.08,False,7,New
O004777,P01653,2023-06-19,3,17.52,S0110,Fashion,60.44,False,6,Returning
O004778,P01660,2022-12-24,2,25.24,S0100,Books,58.05,False,7,Returning
O004779,P01564,2023-10-03,1,83.74,S0029,Art & Crafts,83.74,False,5,New
O004780,P01989,2023-05-24,2,19.98,S0052,Food & Beverage,45.95,False,5,Returning
O004781,P00924,2023-03-01,1,49.21,S0147,Electronics,56.59,False,6,Returning
O004782,P00345,2022-09-17,3,109.21,S0035,Jewelry,327.63,False,6,New
O004783,P00468,2023-02-03,1,26.06,S0029,Sports,26.06,False,3,New
O004784,P00981,2023-01-19,2,55.95,S0002,Electronics,156.66,False,3,VIP
O004785,P00141,2023-12-18,1,14.85,S0150,Fashion,14.85,True,6,New
O004786,P01030,2023-11-25,1,21.36,S0108,Books,29.9,True,3,VIP
O004787,P00669,2022-09-17,1,17.5,S0062,Home & Garden,17.5,False,6,New
O004788,P01642,2023-06-23,2,10.73,S0080,Food & Beverage,21.46,False,6,New
O004789,P00631,2023-07-30,1,189.17,S0140,Jewelry,189.17,False,5,New
O004790,P01673,2023-03-25,2,102.06,S0004,Beauty,285.77,False,3,VIP
O004791,P01565,2023-12-08,2,41.77,S0013,Art & Crafts,116.96,False,2,VIP
O004792,P01702,2023-10-24,1,92.63,S0064,Sports,106.52,False,4,Returning
O004793,P01089,2022-09-02,2,64.13,S0105,Art & Crafts,147.5,False,6,Returning
O004794,P01080,2023-08-13,1,8.76,S0046,Art & Crafts,10.07,False,4,Returning
O004795,P00798,2023-07-26,2,21.7,S0081,Beauty,60.76,False,8,VIP
O004796,P01906,2023-02-25,2,7.56,S0030,Food & Beverage,15.12,False,4,New
O004797,P01120,2023-06-25,1,32.79,S0060,Electronics,37.71,False,5,Returning
O004798,P01913,2023-10-14,1,40.31,S0075,Jewelry,46.36,False,4,Returning
O004799,P00955,2023-01-04,1,200.56,S0020,Sports,230.64,False,8,Returning
O004800,P00215,2022-11-20,3,35.8,S0137,Art & Crafts,123.51,False,2,Returning
O004801,P00743,2023-09-26,2,3.83,S0039,Books,7.66,False,7,New
O004802,P00058,2023-07-30,2,30.41,S0021,Books,60.82,False,2,New
O004803,P00906,2023-04-15,1,17.85,S0084,Beauty,20.53,False,5,Returning
O004804,P01516,2022-12-11,1,27.53,S0122,Beauty,31.66,False,5,Returning
O004805,P00405,2023-06-10,1,13.0,S0093,Home & Garden,14.95,False,2,Returning
O004806,P01208,2023-11-01,2,67.6,S0010,Beauty,135.2,False,5,New
O004807,P01306,2023-01-14,2,56.52,S0092,Jewelry,130.0,False,8,Returning
O004808,P01807,2023-04-28,1,22.58,S0135,Sports,31.61,False,3,VIP
O004809,P00721,2023-09-24,1,20.94,S0059,Home & Garden,24.08,False,6,Returning
O004810,P01187,2022-08-25,2,2.44,S0056,Books,4.88,False,3,New
O004811,P01113,2023-07-29,1,22.59,S0089,Books,25.98,False,4,Returning
O004812,P00783,2023-04-09,3,43.88,S0029,Electronics,151.39,True,5,Returning
O004813,P00097,2022-12-29,2,30.83,S0109,Fashion,61.66,True,2,New
O004814,P00587,2023-03-28,2,14.35,S0108,Sports,33.0,False,4,Returning
O004815,P01112,2023-06-07,2,7.27,S0054,Electronics,16.72,False,6,Returning
O004816,P00518,2023-04-13,1,9.45,S0150,Fashion,9.45,False,2,New
O004817,P00668,2022-09-09,2,190.54,S0082,Electronics,381.08,False,2,New
O004818,P01087,2024-01-20,1,36.66,S0048,Electronics,42.16,False,2,Returning
O004819,P00541,2022-12-14,2,11.99,S0019,Beauty,23.98,False,10,New
O004820,P00816,2023-04-16,1,7.37,S0018,Food & Beverage,7.37,True,4,New
O004821,P00191,2023-06-03,3,37.4,S0134,Art & Crafts,129.03,False,6,Returning
O004822,P01978,2023-09-06,2,47.64,S0124,Toys & Games,95.28,False,7,New
O004823,P00917,2022-10-19,1,40.01,S0012,Toys & Games,40.01,False,3,New
O004824,P00716,2023-08-22,1,18.33,S0006,Electronics,21.08,False,6,Returning
O004825,P01302,2023-08-26,2,19.76,S0003,Beauty,55.33,False,3,VIP
O004826,P00539,2024-01-20,1,55.65,S0098,Sports,64.0,False,8,Returning
O004827,P00085,2024-01-13,1,137.93,S0036,Electronics,137.93,False,10,New
O004828,P01359,2023-05-04,1,38.63,S0033,Art & Crafts,44.42,False,4,Returning
O004829,P00441,2023-12-07,1,20.53,S0148,Home & Garden,23.61,False,2,Returning
O004830,P01746,2022-11-27,2,4.69,S0127,Electronics,13.13,True,7,VIP
O004831,P01674,2023-02-01,1,22.48,S0148,Beauty,31.47,False,4,VIP
O004832,P00790,2024-01-28,1,49.82,S0029,Sports,49.82,False,2,New
O004833,P01196,2023-11-24,1,36.68,S0106,Home & Garden,42.18,False,5,Returning
O004834,P01876,2023-09-03,3,17.14,S0016,Beauty,71.99,False,5,VIP
O004835,P00339,2023-01-25,3,190.29,S0143,Electronics,656.5,False,5,Returning
O004836,P01692,2023-06-29,2,3.41,S0094,Sports,9.55,False,2,VIP
O004837,P01253,2023-04-29,1,50.52,S0109,Jewelry,58.1,False,7,Returning
O004838,P01842,2023-09-16,1,26.48,S0072,Electronics,30.45,False,5,Returning
O004839,P01203,2024-01-28,3,229.64,S0021,Jewelry,688.92,False,8,New
O004840,P01271,2023-04-22,1,9.31,S0067,Toys & Games,9.31,True,5,New
O004841,P01004,2023-07-23,1,22.19,S0010,Toys & Games,22.19,False,7,New
O004842,P01921,2022-09-23,2,30.11,S0094,Food & Beverage,69.25,False,2,Returning
O004843,P00674,2022-10-02,1,214.91,S0125,Jewelry,247.15,False,4,Returning
O004844,P01699,2023-05-07,1,11.47,S0046,Toys & Games,16.06,False,6,VIP
O004845,P00730,2022-11-27,1,140.76,S0133,Jewelry,140.76,False,5,New
O004846,P00317,2023-12-24,1,15.3,S0127,Food & Beverage,15.3,False,3,New
O004847,P01310,2023-05-14,1,37.6,S0005,Books,37.6,False,3,New
O004848,P00076,2022-10-10,1,13.36,S0121,Electronics,18.7,False,5,VIP
O004849,P00974,2022-11-26,3,22.01,S0026,Home & Garden,92.44,False,6,VIP
O004850,P00999,2024-01-14,1,14.5,S0005,Home & Garden,16.67,False,3,Returning
O004851,P01476,2023-06-05,2,34.46,S0069,Home & Garden,68.92,True,6,New
O004852,P00204,2023-12-17,2,10.92,S0009,Art & Crafts,25.12,False,6,Returning
O004853,P01752,2023-11-12,2,25.93,S0128,Beauty,72.6,False,4,VIP
O004854,P00424,2023-05-27,1,24.51,S0144,Fashion,28.19,False,4,Returning
O004855,P01759,2023-02-11,1,21.15,S0131,Food & Beverage,24.32,False,3,Returning
O004856,P00193,2023-04-29,2,21.86,S0005,Sports,61.21,False,3,VIP
O004857,P01317,2023-10-07,1,8.44,S0084,Sports,9.71,False,4,Returning
O004858,P01728,2024-01-14,3,101.78,S0135,Electronics,305.34,False,6,New
O004859,P00897,2023-01-24,1,102.0,S0008,Electronics,117.3,False,5,Returning
O004860,P01935,2023-09-03,1,13.08,S0004,Books,13.08,False,3,New
O004861,P00781,2023-09-07,1,8.43,S0058,Food & Beverage,9.69,False,7,Returning
O004862,P01437,2022-09-05,1,55.75,S0120,Sports,78.05,False,5,VIP
O004863,P01463,2022-12-25,3,17.39,S0048,Fashion,60.0,True,5,Returning
O004864,P00301,2023-05-22,1,81.17,S0047,Toys & Games,93.35,True,3,Returning
O004865,P00260,2023-03-23,1,43.4,S0135,Fashion,43.4,True,6,New
O004866,P01216,2023-07-06,1,31.63,S0068,Beauty,31.63,False,2,New
O004867,P01295,2022-12-08,1,90.28,S0055,Food & Beverage,90.28,False,6,New
O004868,P01004,2022-09-10,1,22.19,S0010,Toys & Games,25.52,True,6,Returning
O004869,P00616,2023-09-10,3,30.49,S0103,Sports,105.19,False,4,Returning
O004870,P00432,2023-06-29,2,11.37,S0112,Beauty,26.15,False,7,Returning
O004871,P00716,2022-08-27,1,18.33,S0006,Electronics,25.66,False,6,VIP
O004872,P00696,2023-02-04,1,5.19,S0133,Fashion,5.97,False,4,Returning
O004873,P01241,2023-09-07,1,3.29,S0146,Books,3.29,False,4,New
O004874,P01115,2023-10-14,2,15.36,S0065,Food & Beverage,30.72,False,5,New
O004875,P00198,2023-09-25,3,6.55,S0084,Beauty,22.6,False,4,Returning
O004876,P00983,2023-05-14,1,49.59,S0037,Jewelry,49.59,False,7,New
O004877,P01423,2023-04-08,3,10.5,S0116,Toys & Games,31.5,False,5,New
O004878,P00039,2023-09-04,3,38.93,S0126,Fashion,134.31,False,3,Returning
O004879,P00709,2023-02-28,1,47.12,S0067,Home & Garden,47.12,False,4,New
O004880,P00471,2023-01-12,2,48.77,S0037,Jewelry,97.54,True,5,New
O004881,P00079,2023-10-08,2,23.43,S0107,Art & Crafts,46.86,False,7,New
O004882,P00729,2023-04-29,3,12.1,S0007,Food & Beverage,50.82,False,4,VIP
O004883,P01852,2023-11-26,1,11.33,S0007,Books,13.03,False,5,Returning
O004884,P01118,2023-01-02,1,106.12,S0149,Sports,122.04,False,7,Returning
O004885,P00684,2022-12-04,1,377.71,S0123,Electronics,434.37,False,8,Returning
O004886,P00043,2023-02-26,1,55.41,S0080,Art & Crafts,63.72,False,10,Returning
O004887,P00132,2022-12-18,3,14.68,S0042,Electronics,44.04,False,4,New
O004888,P00077,2022-08-09,3,23.53,S0056,Electronics,70.59,False,5,New
O004889,P01970,2022-11-28,1,33.06,S0083,Sports,38.02,False,2,Returning
O004890,P01256,2023-09-24,3,43.01,S0131,Toys & Games,148.38,False,3,Returning
O004891,P00039,2022-09-17,1,38.93,S0126,Fashion,38.93,False,6,New
O004892,P01590,2023-08-24,2,61.4,S0129,Fashion,141.22,False,2,Returning
O004893,P00151,2023-12-18,3,14.19,S0055,Toys & Games,42.57,False,6,New
O004894,P01724,2023-05-20,1,166.09,S0036,Electronics,166.09,False,4,New
O004895,P00976,2024-01-14,2,54.96,S0100,Fashion,126.41,True,3,Returning
O004896,P01443,2023-06-24,1,22.9,S0149,Fashion,32.06,False,6,VIP
O004897,P01846,2022-08-22,1,64.64,S0143,Art & Crafts,64.64,False,5,New
O004898,P01210,2023-07-16,1,127.41,S0121,Jewelry,127.41,False,7,New
O004899,P00318,2023-05-27,2,22.69,S0106,Art & Crafts,52.19,False,3,Returning
O004900,P01488,2022-10-25,1,70.39,S0021,Art & Crafts,70.39,False,5,New
O004901,P01456,2023-08-18,1,36.47,S0105,Home & Garden,41.94,False,8,Returning
O004902,P01159,2023-02-26,2,46.25,S0068,Books,106.37,False,5,Returning
O004903,P01527,2022-10-23,1,25.32,S0144,Electronics,29.12,True,7,Returning
O004904,P01709,2023-11-30,1,72.95,S0090,Jewelry,83.89,False,6,Returning
O004905,P01293,2023-05-27,1,20.56,S0106,Beauty,20.56,False,4,New
O004906,P00437,2024-01-13,1,24.62,S0082,Toys & Games,34.47,False,9,VIP
O004907,P00627,2023-12-27,2,17.38,S0143,Food & Beverage,39.97,False,5,Returning
O004908,P01522,2022-08-29,3,13.02,S0091,Books,39.06,True,2,New
O004909,P01757,2023-11-18,2,13.39,S0082,Books,26.78,False,3,New
O004910,P00551,2023-06-13,1,31.55,S0062,Art & Crafts,36.28,True,3,Returning
O004911,P00340,2023-02-27,1,253.04,S0149,Electronics,253.04,True,9,New
O004912,P01266,2023-01-01,1,19.32,S0005,Home & Garden,22.22,False,6,Returning
O004913,P01245,2022-11-23,1,31.36,S0125,Beauty,36.06,False,3,Returning
O004914,P00658,2024-01-27,1,71.3,S0005,Home & Garden,99.82,False,5,VIP
O004915,P00918,2023-05-26,1,13.59,S0087,Toys & Games,13.59,False,6,New
O004916,P01700,2023-08-28,1,62.87,S0069,Sports,72.3,False,7,Returning
O004917,P00361,2023-02-07,1,160.46,S0150,Fashion,184.53,True,8,Returning
O004918,P01973,2022-08-21,1,61.29,S0019,Toys & Games,61.29,False,3,New
O004919,P01904,2023-01-15,2,115.16,S0131,Sports,264.87,False,6,Returning
O004920,P00996,2023-05-22,1,62.91,S0089,Fashion,72.35,False,2,Returning
O004921,P01864,2022-11-14,1,13.52,S0124,Fashion,13.52,False,5,New
O004922,P00771,2022-11-17,1,29.18,S0014,Electronics,29.18,False,8,New
O004923,P00190,2023-05-24,2,46.2,S0003,Toys & Games,92.4,True,5,New
O004924,P00413,2023-09-03,1,39.38,S0051,Sports,45.29,False,2,Returning
O004925,P00329,2023-08-13,1,8.67,S0046,Home & Garden,12.14,False,3,VIP
O004926,P01800,2024-01-02,3,54.37,S0038,Fashion,187.58,False,6,Returning
O004927,P01246,2023-07-06,1,39.88,S0024,Art & Crafts,39.88,True,5,New
O004928,P01868,2023-06-24,1,14.67,S0110,Fashion,14.67,False,9,New
O004929,P01710,2023-02-18,3,41.53,S0004,Art & Crafts,124.59,False,5,New
O004930,P00092,2022-08-29,1,107.72,S0056,Electronics,123.88,False,4,Returning
O004931,P00440,2023-02-26,2,15.59,S0047,Home & Garden,43.65,True,5,VIP
O004932,P01130,2023-01-14,2,7.62,S0003,Fashion,17.53,False,8,Returning
O004933,P00245,2023-12-25,2,17.65,S0104,Books,35.3,False,5,New
O004934,P01329,2022-10-15,1,41.32,S0075,Fashion,47.52,False,5,Returning
O004935,P01579,2023-01-22,1,104.96,S0030,Beauty,120.7,False,8,Returning
O004936,P01930,2023-07-17,2,42.4,S0124,Beauty,97.52,False,4,Returning
O004937,P00909,2023-02-08,1,20.54,S0058,Beauty,20.54,True,3,New
O004938,P01977,2022-08-10,2,214.1,S0073,Electronics,492.43,True,8,Returning
O004939,P01794,2023-12-04,1,137.94,S0144,Jewelry,158.63,False,5,Returning
O004940,P00833,2022-09-11,1,42.76,S0131,Beauty,49.17,False,8,Returning
O004941,P01622,2023-04-08,1,148.53,S0111,Toys & Games,148.53,False,6,New
O004942,P00097,2022-10-28,1,30.83,S0109,Fashion,35.45,False,3,Returning
O004943,P02000,2022-08-16,1,56.04,S0110,Home & Garden,64.45,False,3,Returning
O004944,P00938,2023-05-22,1,9.6,S0056,Food & Beverage,9.6,False,6,New
O004945,P00954,2023-02-12,2,17.09,S0126,Toys & Games,34.18,False,5,New
O004946,P01501,2023-11-17,1,59.98,S0064,Fashion,83.97,False,5,VIP
O004947,P01290,2023-12-04,1,15.39,S0031,Home & Garden,15.39,False,4,New
O004948,P00575,2022-10-01,3,9.0,S0117,Toys & Games,31.05,False,4,Returning
O004949,P00103,2022-10-09,2,127.62,S0111,Electronics,255.24,False,6,New
O004950,P01278,2023-05-21,3,14.75,S0130,Electronics,44.25,False,5,New
O004951,P01479,2022-08-14,3,20.67,S0008,Beauty,71.31,False,2,Returning
O004952,P00829,2023-12-23,1,32.93,S0093,Fashion,46.1,False,6,VIP
O004953,P00513,2023-03-25,1,103.28,S0039,Electronics,118.77,False,6,Returning
O004954,P00666,2022-10-16,1,36.02,S0061,Sports,36.02,False,6,New
O004955,P01517,2023-03-19,1,222.07,S0119,Jewelry,222.07,False,5,New
O004956,P01285,2023-12-25,2,41.22,S0008,Home & Garden,94.81,True,10,Returning
O004957,P00035,2023-04-30,2,39.65,S0069,Fashion,91.2,False,5,Returning
O004958,P01405,2023-04-22,2,17.65,S0073,Food & Beverage,49.42,False,5,VIP
O004959,P00397,2024-01-30,3,52.91,S0032,Home & Garden,182.54,False,2,Returning
O004960,P00027,2022-09-30,1,34.15,S0133,Toys & Games,47.81,False,6,VIP
O004961,P01932,2023-06-12,2,35.65,S0087,Sports,71.3,False,7,New
O004962,P01886,2022-09-30,1,102.46,S0128,Home & Garden,117.83,False,7,Returning
O004963,P00306,2023-11-04,1,125.43,S0141,Art & Crafts,144.24,False,6,Returning
O004964,P01760,2022-12-25,1,90.01,S0087,Jewelry,90.01,False,3,New
O004965,P00699,2023-04-21,1,5.27,S0037,Toys & Games,5.27,False,2,New
O004966,P01695,2023-01-02,1,118.41,S0109,Fashion,118.41,False,4,New
O004967,P00581,2023-10-29,2,40.35,S0082,Food & Beverage,80.7,False,3,New
O004968,P00165,2023-10-21,1,54.09,S0094,Jewelry,62.2,False,11,Returning
O004969,P01282,2024-01-20,1,96.26,S0098,Sports,110.7,False,4,Returning
O004970,P00102,2023-12-06,2,47.2,S0003,Fashion,94.4,False,3,New
O004971,P00455,2023-07-09,1,7.9,S0081,Books,7.9,False,5,New
O004972,P00193,2023-04-09,1,21.86,S0005,Sports,25.14,False,4,Returning
O004973,P01795,2022-11-27,2,69.33,S0112,Fashion,159.46,False,2,Returning
O004974,P00916,2022-11-07,2,5.95,S0014,Books,11.9,False,2,New
O004975,P00898,2023-01-28,1,56.22,S0072,Books,56.22,False,2,New
O004976,P00810,2023-02-08,1,14.37,S0124,Sports,16.53,False,6,Returning
O004977,P00299,2023-08-05,1,94.51,S0134,Toys & Games,94.51,False,5,New
O004978,P00021,2022-12-24,1,145.95,S0052,Home & Garden,145.95,True,6,New
