product_id,seller_id,category,listing_date,quality_score,price
P00850,S0018,Beauty,2023-07-05,7.0638591035031215,16.24
P00851,S0064,Toys & Games,2023-09-26,7.061718068576951,25.17
P00852,S0082,Jewelry,2023-01-08,6.603371359822264,111.89
P00853,S0110,Art & Crafts,2022-11-20,6.317072316999847,5.14
P00854,S0095,Fashion,2022-10-22,8.125386086751565,29.09
P00855,S0032,Fashion,2022-12-14,6.265207981493623,37.13
P00856,S0011,Toys & Games,2023-02-23,6.466792538916254,52.28
P00857,S0045,Art & Crafts,2023-01-09,6.906741211208315,51.88
P00858,S0033,Toys & Games,2022-10-03,7.034241776226661,42.22
P00859,S0102,Fashion,2023-05-13,8.027220959228316,17.46
P00860,S0136,Art & Crafts,2023-07-19,6.894664853332376,6.48
P00861,S0011,Books,2022-08-27,7.579729242071077,12.09
P00862,S0088,Jewelry,2023-01-14,7.736692614090915,162.35
P00863,S0041,Beauty,2022-09-03,6.226199478847645,100.96
P00864,S0145,Food & Beverage,2023-10-08,6.312662876785677,40.93
P00865,S0076,Home & Garden,2023-01-24,7.374067450899542,51.36
P00866,S0121,Jewelry,2022-08-31,7.793778786178079,98.71
P00867,S0046,Books,2022-09-24,7.987088539274589,10.61
P00868,S0080,Fashion,2022-08-21,7.161474279594704,29.84
P00869,S0054,Books,2023-03-13,7.776266162004498,62.94
P00870,S0086,Toys & Games,2023-06-26,6.341520566900771,12.46
P00871,S0092,Art & Crafts,2023-02-18,6.953674204650991,108.47
P00872,S0148,Beauty,2022-12-30,7.651002036938118,25.59
P00873,S0097,Sports,2022-10-20,7.346877609799585,124.3
P00874,S0002,Toys & Games,2023-01-11,8.529855017721344,8.6
P00875,S0033,Jewelry,2022-10-24,6.341354870604468,116.42
P00876,S0077,Toys & Games,2023-10-01,7.825812504689131,14.69
P00877,S0116,Jewelry,2023-01-24,8.705077481711934,23.48
P00878,S0150,Sports,2023-05-22,6.515879013573802,51.27
P00879,S0103,Electronics,2022-11-01,6.983028451663653,133.67
P00880,S0103,Beauty,2023-09-28,7.951054658041803,16.84
P00881,S0090,Food & Beverage,2023-02-06,6.666483481101455,6.99
P00882,S0122,Food & Beverage,2023-06-19,8.190092689847521,21.54
P00883,S0143,Home & Garden,2023-06-01,6.180391400400489,33.97
P00884,S0106,Books,2022-11-28,7.212030004958886,25.67
P00885,S0119,Electronics,2023-11-01,7.179263546609236,127.42
P00886,S0049,Food & Beverage,2023-03-26,8.418470870647644,22.1
P00887,S0104,Toys & Games,2022-11-12,7.931325304144623,116.89
P00888,S0061,Books,2023-10-20,7.576319576271413,19.81
P00889,S0123,Electronics,2023-01-23,7.408208721543273,45.18
P00890,S0134,Art & Crafts,2023-08-21,7.179458072152931,8.21
P00891,S0009,Art & Crafts,2023-01-11,7.399825562171011,24.16
P00892,S0006,Books,2023-10-03,7.716746759522125,12.65
P00893,S0073,Jewelry,2022-11-21,7.913671335086126,157.07
P00894,S0103,Jewelry,2023-02-17,6.998072345808163,105.47
P00895,S0041,Toys & Games,2023-07-04,7.863070098310524,10.31
P00896,S0114,Electronics,2023-10-21,8.166665819977034,68.41
P00897,S0008,Electronics,2022-12-18,8.076768373792866,102.0
P00898,S0072,Books,2023-07-29,6.908965465910713,56.22
P00899,S0092,Fashion,2023-08-25,6.918575523060239,67.36
P00900,S0062,Art & Crafts,2022-12-24,6.007439321636118,54.78
P00901,S0084,Electronics,2023-10-13,6.4830124537121225,62.54
P00902,S0062,Books,2023-07-05,7.019446343207131,22.59
P00903,S0111,Sports,2023-05-05,6.759919904519505,116.98
P00904,S0127,Home & Garden,2022-09-15,7.896970456005268,12.54
P00905,S0007,Sports,2023-09-08,7.961296439128099,32.55
P00906,S0084,Beauty,2022-09-22,6.700544741338655,17.85
P00907,S0132,Toys & Games,2023-09-13,6.904365878720216,35.88
P00908,S0134,Electronics,2023-01-18,6.267031102705639,159.49
P00909,S0058,Beauty,2023-11-01,6.0959154648739755,20.54
P00910,S0022,Food & Beverage,2023-07-05,7.550819029184989,3.42
P00911,S0127,Beauty,2023-04-18,8.141366350143958,23.81
P00912,S0003,Books,2023-01-24,8.02140961208779,34.39
P00913,S0127,Electronics,2023-05-20,7.2997255977731035,91.64
P00914,S0041,Home & Garden,2023-05-09,7.143657542365382,51.31
P00915,S0106,Books,2022-08-28,6.507284948682751,13.23
P00916,S0014,Books,2023-04-04,6.45612363380004,5.95
P00917,S0012,Toys & Games,2023-05-05,7.523052028105971,40.01
P00918,S0087,Toys & Games,2023-09-30,6.760681447138143,13.59
P00919,S0012,Art & Crafts,2023-10-15,8.11853622299939,171.04
P00920,S0141,Art & Crafts,2023-06-14,7.733757521181878,47.04
P00921,S0025,Jewelry,2022-09-08,7.971716880821875,45.78
P00922,S0045,Fashion,2023-06-18,6.617265297047902,20.31
P00923,S0122,Electronics,2022-11-20,7.2606478934046565,55.34
P00924,S0147,Electronics,2023-01-25,6.898164625655916,49.21
P00925,S0055,Beauty,2023-02-10,7.675406456682953,80.92
P00926,S0100,Electronics,2022-12-14,6.1280870477295775,69.19
P00927,S0136,Electronics,2023-03-06,7.724868260282314,33.2
P00928,S0119,Fashion,2023-09-26,8.922999358474295,150.26
P00929,S0053,Food & Beverage,2023-05-16,7.493494841334762,24.11
P00930,S0032,Art & Crafts,2023-10-29,6.900190537181719,55.13
P00931,S0051,Art & Crafts,2023-04-18,7.544268902058994,18.32
P00932,S0044,Home & Garden,2022-08-27,8.281420449454444,48.71
P00933,S0082,Electronics,2023-02-24,7.327852116105178,76.45
P00934,S0146,Fashion,2023-03-16,6.540116932203111,7.3
P00935,S0150,Art & Crafts,2022-12-22,6.413674221233217,149.43
P00936,S0037,Fashion,2023-03-19,7.308046155317521,92.99
P00937,S0096,Sports,2022-08-11,6.832434062064629,31.33
P00938,S0056,Food & Beverage,2023-04-01,7.359318578059824,9.6
P00939,S0105,Electronics,2023-07-16,8.37821816297365,78.72
P00940,S0059,Home & Garden,2023-03-24,7.130144566073387,39.04
P00941,S0131,Beauty,2023-09-13,7.717344109858992,44.02
P00942,S0035,Art & Crafts,2022-12-28,7.734951797752986,34.74
P00943,S0093,Sports,2022-08-17,8.071333203888912,64.54
P00944,S0097,Fashion,2023-02-14,7.847033573634518,105.41
P00945,S0135,Toys & Games,2023-07-24,7.230021873656195,41.73
P00946,S0076,Books,2023-09-17,7.889641459743442,7.15
P00947,S0049,Electronics,2023-01-20,7.38309457775966,177.3
P00948,S0094,Electronics,2022-12-25,8.389969571111687,221.47
P00949,S0024,Sports,2023-05-11,6.283222701235799,535.93
P00950,S0148,Fashion,2023-05-26,7.785666781631476,13.48
P00951,S0037,Jewelry,2022-09-30,6.763960090925892,88.48
P00952,S0004,Electronics,2023-01-30,8.413629341181755,11.27
P00953,S0108,Jewelry,2022-11-26,7.159949790580553,113.41
P00954,S0126,Toys & Games,2023-02-27,7.9243718189836,17.09
P00955,S0020,Sports,2023-10-18,7.802971702201498,200.56
P00956,S0050,Fashion,2022-12-22,6.540766470621312,17.82
P00957,S0096,Fashion,2022-08-12,7.607083553652855,8.57
P00958,S0105,Food & Beverage,2023-01-10,8.991208403607011,15.9
P00959,S0117,Books,2023-01-27,7.505326004342565,3.41
P00960,S0098,Art & Crafts,2023-10-06,6.873554338646639,54.35
P00961,S0066,Art & Crafts,2023-08-01,7.540361473133519,5.71
P00962,S0079,Beauty,2022-09-24,6.589862271607728,33.88
P00963,S0006,Home & Garden,2022-11-10,6.0305296792920595,6.91
P00964,S0039,Sports,2023-10-10,6.940258488395053,33.32
P00965,S0115,Toys & Games,2022-09-25,7.063873768683517,98.65
P00966,S0125,Fashion,2023-04-05,6.887199402636375,44.19
P00967,S0012,Books,2023-07-21,7.842204956826803,8.3
P00968,S0131,Jewelry,2023-03-09,7.746508713383346,71.06
P00969,S0018,Sports,2023-10-18,7.909822265462672,43.68
P00970,S0040,Beauty,2023-07-14,6.170400955119324,48.33
P00971,S0021,Sports,2023-06-28,7.800184902279863,14.42
P00972,S0143,Beauty,2022-12-25,7.307312952811241,53.2
P00973,S0099,Fashion,2023-03-01,7.912442347287255,3.81
P00974,S0026,Home & Garden,2023-08-24,6.5060417427123225,22.01
P00975,S0008,Beauty,2022-10-20,7.495864899611615,22.41
P00976,S0100,Fashion,2022-08-12,7.855582958750631,54.96
P00977,S0087,Fashion,2022-10-23,8.364267830796566,33.72
P00978,S0042,Home & Garden,2023-07-03,7.4411728387412746,11.83
P00979,S0014,Art & Crafts,2022-10-24,7.53152664209508,13.55
P00980,S0078,Sports,2023-06-08,6.1829659158592944,50.47
P00981,S0002,Electronics,2023-04-21,8.527751669556467,55.95
P00982,S0119,Electronics,2023-09-22,7.463165982577999,37.51
P00983,S0037,Jewelry,2022-11-18,6.362436087227234,49.59
P00984,S0069,Jewelry,2022-11-22,7.620606598246665,127.15
P00985,S0041,Electronics,2023-07-07,6.270076273361095,39.39
P00986,S0062,Toys & Games,2022-09-16,6.937303273992771,24.69
P00987,S0060,Electronics,2023-06-18,7.877156479172066,338.23
P00988,S0125,Jewelry,2023-05-10,6.371664111130685,23.32
P00989,S0111,Books,2022-11-04,7.955986847476469,3.76
P00990,S0014,Jewelry,2023-03-07,7.988575971522118,136.36
P00991,S0084,Toys & Games,2023-08-12,7.111234309364805,15.39
P00992,S0130,Sports,2022-10-24,6.840285480354316,33.37
P00993,S0070,Electronics,2022-10-24,8.13220977588179,31.91
P00994,S0145,Home & Garden,2023-10-24,6.84898566535307,29.59
P00995,S0123,Books,2022-09-05,6.618648448716446,59.48
P00996,S0089,Fashion,2023-04-10,7.561271159753032,62.91
P00997,S0028,Toys & Games,2022-10-13,8.444459418432714,52.81
P00998,S0066,Jewelry,2023-05-01,6.806729654831491,23.46
P00999,S0005,Home & Garden,2023-08-25,7.4666558174337245,14.5
P01000,S0045,Beauty,2023-03-01,6.00082057887835,3.42
P01001,S0047,Art & Crafts,2022-10-05,7.192365338804754,15.6
P01002,S0031,Electronics,2023-02-25,8.331886007908105,128.14
P01003,S0139,Art & Crafts,2023-03-21,6.575868188186438,45.07
P01004,S0010,Toys & Games,2022-12-28,6.871051950515438,22.19
P01005,S0118,Beauty,2023-08-24,7.3033595897568535,32.53
P01006,S0014,Beauty,2023-08-11,7.425202814596786,19.08
P01007,S0080,Beauty,2022-10-31,7.376061037903963,39.01
P01008,S0093,Fashion,2022-12-29,7.138633760042748,61.11
P01009,S0010,Toys & Games,2023-07-26,7.0044048043186615,7.27
P01010,S0076,Sports,2022-09-10,8.411837599924088,54.71
P01011,S0094,Art & Crafts,2023-09-13,8.346599016539859,62.84
P01012,S0105,Sports,2023-01-07,7.914633219785641,30.89
P01013,S0001,Home & Garden,2023-01-13,7.692387732308747,63.81
P01014,S0133,Food & Beverage,2023-10-28,6.904646955268592,220.31
P01015,S0020,Books,2022-12-27,6.848778036145021,15.23
P01016,S0008,Books,2023-10-28,7.313525895198589,22.68
P01017,S0001,Sports,2023-04-16,6.852812112983946,23.85
P01018,S0057,Food & Beverage,2023-06-07,7.074833877199614,26.8
P01019,S0064,Food & Beverage,2022-11-28,6.045008654857373,33.5
P01020,S0118,Electronics,2022-12-30,6.888226010350813,69.66
P01021,S0028,Home & Garden,2023-11-01,8.0627124367904,16.11
P01022,S0121,Toys & Games,2023-03-05,8.36009211274854,31.25
P01023,S0107,Food & Beverage,2023-03-20,7.27031397772787,74.67
P01024,S0049,Jewelry,2022-09-20,8.319110856874405,104.31
P01025,S0120,Books,2023-04-29,6.5360640196504605,35.75
P01026,S0044,Jewelry,2023-04-09,8.114095172384468,60.27
P01027,S0056,Home & Garden,2022-08-11,8.574697696819413,66.37
P01028,S0111,Food & Beverage,2022-12-11,7.0826707654025345,28.98
P01029,S0134,Art & Crafts,2023-05-03,6.647791105160758,13.93
P01030,S0108,Books,2022-10-31,6.772501130183956,21.36
P01031,S0148,Electronics,2022-08-24,8.275126143632383,26.96
P01032,S0114,Electronics,2023-07-08,7.941524784775206,35.93
P01033,S0078,Beauty,2022-10-06,7.756230393971403,38.53
P01034,S0130,Fashion,2023-02-01,7.671704244866337,42.01
P01035,S0037,Food & Beverage,2022-10-10,7.348384233230002,8.95
P01036,S0020,Home & Garden,2023-10-28,7.6085223087569,84.65
P01037,S0026,Books,2022-09-26,7.818311089200269,26.17
P01038,S0029,Fashion,2023-06-11,7.296109681357875,18.84
P01039,S0001,Home & Garden,2023-04-11,7.027266767857302,10.65
P01040,S0119,Sports,2023-05-24,8.60609104935176,38.34
P01041,S0035,Food & Beverage,2023-05-21,8.247300592745969,16.23
P01042,S0059,Toys & Games,2023-10-25,6.776242913536994,29.0
P01043,S0069,Toys & Games,2023-07-06,6.1913802321160025,19.81
P01044,S0012,Food & Beverage,2022-08-23,9.329168870443496,4.65
P01045,S0020,Beauty,2023-07-12,6.182072629890883,24.27
P01046,S0043,Beauty,2023-04-20,7.296418354897112,25.93
P01047,S0126,Toys & Games,2022-11-08,6.826388957605595,43.98
P01048,S0050,Art & Crafts,2023-05-14,6.811238780510885,17.05
P01049,S0029,Books,2023-03-02,7.859103673145368,63.42
P01050,S0039,Toys & Games,2022-11-10,6.634187465259758,5.74
P01051,S0038,Art & Crafts,2023-03-21,7.1874115659028694,85.08
P01052,S0084,Fashion,2023-06-05,7.54406357194471,27.68
P01053,S0128,Art & Crafts,2023-06-22,8.656425515773188,59.28
P01054,S0126,Fashion,2023-02-23,6.341060778787551,35.3
P01055,S0045,Home & Garden,2023-05-06,7.794838100156348,90.65
P01056,S0052,Jewelry,2023-03-30,7.812292183694884,53.44
P01057,S0080,Home & Garden,2022-09-23,7.763709601641366,15.13
P01058,S0124,Toys & Games,2022-10-11,6.9705614342203965,82.54
P01059,S0119,Fashion,2023-03-26,8.084066690194405,30.24
P01060,S0008,Toys & Games,2023-10-12,8.838076554057341,31.63
P01061,S0085,Food & Beverage,2023-10-22,7.799819086709343,62.25
P01062,S0129,Books,2023-04-14,6.896321746738004,7.25
P01063,S0008,Electronics,2023-04-11,7.548825263271364,95.98
P01064,S0096,Toys & Games,2023-10-10,6.786340869128528,16.53
P01065,S0102,Books,2022-10-22,7.2755286570595,14.9
P01066,S0005,Art & Crafts,2023-01-12,6.573733749965588,31.58
P01067,S0086,Home & Garden,2023-03-19,6.537159208665933,10.97
P01068,S0034,Art & Crafts,2023-02-14,8.722125872959438,15.98
P01069,S0055,Electronics,2022-09-29,6.639723841369324,175.68
P01070,S0119,Fashion,2023-10-20,8.35522236419919,67.29
P01071,S0114,Food & Beverage,2022-11-04,7.345640102912904,22.05
P01072,S0145,Books,2023-06-17,6.689011786788127,20.11
P01073,S0026,Food & Beverage,2023-07-13,6.623086068269673,18.32
P01074,S0136,Jewelry,2022-10-13,6.539947273710924,215.66
P01075,S0047,Toys & Games,2023-01-05,7.536842142234484,22.57
P01076,S0113,Fashion,2022-08-28,8.770030649094517,39.86
P01077,S0076,Jewelry,2022-09-10,6.943054303804734,182.23
P01078,S0072,Sports,2023-07-02,6.927095678517844,23.11
P01079,S0089,Toys & Games,2023-05-16,7.940648095874413,92.19
P01080,S0046,Art & Crafts,2022-09-23,8.24715061151947,8.76
P01081,S0033,Home & Garden,2022-10-20,7.525598105751611,134.16
P01082,S0001,Books,2023-07-28,7.0261544367361,12.29
P01083,S0147,Electronics,2023-06-17,7.841494400943547,49.09
P01084,S0031,Electronics,2023-07-17,8.194710107818734,13.14
P01085,S0142,Art & Crafts,2022-12-19,6.01907790805109,20.71
P01086,S0053,Beauty,2022-10-02,7.805780062100097,14.41
P01087,S0048,Electronics,2022-10-08,8.314486334554157,36.66
P01088,S0069,Books,2023-07-19,7.480626061687903,14.84
P01089,S0105,Art & Crafts,2022-08-16,8.085682748668148,64.13
P01090,S0090,Fashion,2023-05-07,7.059289054070267,39.1
P01091,S0063,Electronics,2023-04-11,7.695540195208876,76.24
P01092,S0073,Food & Beverage,2023-01-31,7.041041067283029,9.65
P01093,S0089,Art & Crafts,2022-12-02,8.310766398926907,14.73
P01094,S0013,Books,2023-06-21,7.836726076857586,69.81
P01095,S0073,Food & Beverage,2023-05-06,7.428306292784348,12.87
P01096,S0077,Toys & Games,2023-02-17,8.222464454520772,99.67
P01097,S0068,Toys & Games,2023-01-05,7.309369696369722,21.81
P01098,S0098,Electronics,2022-12-17,6.903094045634849,59.72
P01099,S0125,Food & Beverage,2022-11-18,6.816040182570163,54.58
P01100,S0102,Home & Garden,2023-06-14,7.874929608099456,100.77
P01101,S0132,Toys & Games,2023-05-05,6.499734930515858,24.24
P01102,S0102,Home & Garden,2023-05-27,7.780501829904552,26.7
P01103,S0019,Fashion,2023-03-06,7.754978483462976,31.67
P01104,S0082,Art & Crafts,2023-08-04,7.336263199587245,39.06
P01105,S0141,Jewelry,2023-07-12,9.32203139995844,148.64
P01106,S0023,Books,2022-10-14,7.986327477866957,16.61
P01107,S0083,Art & Crafts,2022-08-18,6.212184099895904,48.9
P01108,S0109,Books,2022-09-26,6.4661063759697175,61.41
P01109,S0075,Food & Beverage,2022-11-27,8.400759502964187,31.45
P01110,S0129,Fashion,2023-06-25,7.916655372962774,42.49
P01111,S0088,Sports,2023-03-15,6.695414550773517,12.77
P01112,S0054,Electronics,2022-10-04,7.029997000754273,7.27
P01113,S0089,Books,2023-05-18,7.322200046512845,22.59
P01114,S0143,Books,2022-11-29,7.992025566764497,15.35
P01115,S0065,Food & Beverage,2022-12-19,6.359999233221374,15.36
P01116,S0076,Home & Garden,2022-10-18,7.505095213444046,44.26
P01117,S0143,Art & Crafts,2022-10-30,7.696835452861022,28.4
P01118,S0149,Sports,2022-10-04,6.040803221376413,106.12
P01119,S0147,Beauty,2023-08-19,7.708977964516919,35.48
P01120,S0060,Electronics,2023-07-23,6.554050897739248,32.79
P01121,S0093,Jewelry,2023-05-06,8.224669832879464,160.87
P01122,S0049,Beauty,2022-11-27,7.066922298528159,27.84
P01123,S0035,Art & Crafts,2023-07-31,8.873511440563817,45.42
P01124,S0102,Electronics,2023-08-18,7.848439264894794,40.68
P01125,S0011,Books,2022-10-23,6.44298709771928,9.85
P01126,S0099,Jewelry,2023-01-13,6.0695983997367,77.93
P01127,S0110,Home & Garden,2022-08-28,6.818499147570795,36.8
P01128,S0074,Sports,2023-10-03,7.578386303931739,63.2
P01129,S0009,Home & Garden,2022-12-17,8.117955499227417,29.38
P01130,S0003,Fashion,2023-07-03,8.100728376910691,7.62
P01131,S0085,Food & Beverage,2022-12-08,6.914047904385251,16.4
P01132,S0026,Electronics,2022-09-18,7.713024450646438,112.49
P01133,S0072,Home & Garden,2023-01-22,7.20851903197385,28.71
P01134,S0048,Beauty,2023-09-22,8.154316296855246,27.19
P01135,S0117,Food & Beverage,2022-12-16,7.850004828246395,51.03
P01136,S0012,Home & Garden,2022-08-31,8.050893359581018,20.61
P01137,S0133,Toys & Games,2023-05-14,6.530069836281095,7.71
P01138,S0048,Fashion,2023-04-16,7.5723845585644085,29.12
P01139,S0037,Art & Crafts,2023-09-12,6.898296405464425,20.23
P01140,S0044,Sports,2022-08-17,7.880241541969872,19.87
P01141,S0015,Fashion,2022-08-21,6.1822746781794145,28.78
P01142,S0043,Food & Beverage,2023-09-24,7.4372074813803914,34.35
P01143,S0087,Toys & Games,2023-09-23,6.927473375963821,26.3
P01144,S0070,Electronics,2023-06-11,7.893907260417443,76.2
P01145,S0046,Beauty,2023-06-24,7.3255166405547865,141.28
P01146,S0108,Sports,2022-09-29,6.955556683235603,32.72
P01147,S0123,Sports,2023-03-05,7.167716534616031,53.79
P01148,S0021,Fashion,2022-09-15,7.242926678668943,22.03
P01149,S0107,Food & Beverage,2022-11-16,6.89782344518558,11.78
P01150,S0080,Electronics,2023-02-17,7.0743386432080575,37.33
P01151,S0047,Books,2023-09-14,6.40707104496361,11.29
P01152,S0117,Toys & Games,2023-02-15,7.31150324573106,35.32
P01153,S0124,Books,2022-09-28,7.76084380574721,108.43
P01154,S0143,Beauty,2023-09-05,6.867447405662842,18.67
P01155,S0025,Electronics,2022-12-27,6.824187219265078,42.71
P01156,S0036,Electronics,2023-01-23,7.071224300545683,56.67
P01157,S0051,Toys & Games,2023-06-15,8.495952605174786,36.36
P01158,S0015,Jewelry,2022-11-25,7.108339443222,89.95
P01159,S0068,Books,2023-03-03,8.117681741909333,46.25
P01160,S0021,Home & Garden,2023-10-09,7.914062338645769,5.23
P01161,S0141,Sports,2023-06-04,7.854963669982023,6.38
P01162,S0019,Jewelry,2022-11-26,6.504446268461238,49.0
P01163,S0034,Home & Garden,2023-02-20,8.621460930460826,87.63
P01164,S0078,Food & Beverage,2023-09-29,7.894341233686788,6.62
P01165,S0125,Toys & Games,2023-01-07,6.271865494734641,2.39
P01166,S0117,Food & Beverage,2023-10-02,7.995299109010436,36.61
P01167,S0052,Sports,2023-04-08,6.9283525054791735,52.32
P01168,S0027,Art & Crafts,2022-12-14,6.120146336709965,12.46
P01169,S0035,Home & Garden,2022-11-21,8.15100667625227,16.56
P01170,S0136,Jewelry,2022-08-18,6.2873752503684255,33.54
P01171,S0144,Home & Garden,2023-07-30,7.419866146868492,39.79
P01172,S0106,Home & Garden,2023-01-03,7.067450827342888,22.07
P01173,S0146,Toys & Games,2023-08-08,6.2876689419806215,39.33
P01174,S0002,Food & Beverage,2023-08-07,7.518483176811029,2.36
P01175,S0077,Books,2022-12-26,8.116314098048425,8.34
P01176,S0132,Art & Crafts,2023-02-14,6.3523888123284955,12.11
P01177,S0090,Toys & Games,2023-09-14,7.212433284441532,21.58
P01178,S0089,Beauty,2022-11-10,7.673843826153491,21.53
P01179,S0094,Toys & Games,2023-03-25,7.670971876630071,50.16
P01180,S0007,Sports,2022-10-10,6.631307253964648,9.73
P01181,S0095,Art & Crafts,2023-07-14,6.673879121384508,30.91
P01182,S0108,Electronics,2022-09-02,6.945900017115507,93.17
P01183,S0074,Beauty,2023-05-03,7.376117132958151,146.25
P01184,S0039,Fashion,2023-09-17,7.356038704879287,22.52
P01185,S0141,Toys & Games,2023-05-16,8.816567566852314,34.34
P01186,S0071,Home & Garden,2022-08-19,7.027612149892715,8.6
P01187,S0056,Books,2023-06-24,7.0241398706012355,2.44
P01188,S0042,Electronics,2023-02-25,7.037874728529514,117.17
P01189,S0036,Toys & Games,2022-12-12,8.211518978717944,26.37
P01190,S0084,Toys & Games,2023-06-10,7.92574098800362,68.01
P01191,S0118,Jewelry,2023-02-14,7.178941606186494,24.28
P01192,S0007,Jewelry,2022-11-05,6.9423451187562835,110.43
P01193,S0054,Electronics,2023-07-29,8.146803251795408,265.83
P01194,S0129,Food & Beverage,2022-12-02,7.855801259724054,32.43
P01195,S0120,Jewelry,2023-07-26,8.156756291203292,90.9
P01196,S0106,Home & Garden,2023-02-01,6.645957466727616,36.68
P01197,S0047,Beauty,2022-08-22,6.474508727314275,9.42
P01198,S0123,Fashion,2023-04-22,6.525267224732147,97.95
P01199,S0141,Art & Crafts,2023-03-05,8.508842079430426,18.28
P01200,S0119,Fashion,2023-05-16,8.488098902457155,49.58
P01201,S0150,Fashion,2023-10-25,7.006438414365924,9.48
P01202,S0118,Art & Crafts,2023-07-02,6.135592791656225,11.6
P01203,S0021,Jewelry,2023-06-29,7.947161400879962,229.64
P01204,S0137,Electronics,2023-09-01,8.111940257341907,45.15
P01205,S0026,Art & Crafts,2022-11-21,7.0789957302394395,95.32
P01206,S0009,Sports,2023-01-02,7.828251478566701,40.44
P01207,S0015,Food & Beverage,2023-05-14,6.853183802108787,5.31
P01208,S0010,Beauty,2022-08-17,8.278238711454886,67.6
P01209,S0122,Books,2022-12-04,8.69045111632148,10.33
P01210,S0121,Jewelry,2022-11-10,8.050863996619285,127.41
P01211,S0125,Food & Beverage,2023-10-16,7.383011091627189,23.65
P01212,S0072,Art & Crafts,2022-12-30,7.766699402044208,8.67
P01213,S0049,Sports,2023-05-24,7.491434020156551,49.1
P01214,S0091,Books,2023-08-29,6.626501480977644,95.95
P01215,S0037,Beauty,2022-08-22,7.507332275819163,49.13
P01216,S0068,Beauty,2023-04-22,7.440132509569383,31.63
P01217,S0050,Jewelry,2023-07-20,6.777062296012084,172.21
P01218,S0019,Art & Crafts,2023-02-10,7.731454474213587,35.27
P01219,S0100,Food & Beverage,2023-07-19,7.44884468053863,27.41
P01220,S0060,Electronics,2023-09-12,6.807622010494999,24.89
P01221,S0089,Food & Beverage,2023-03-03,7.429489004816714,27.95
P01222,S0146,Food & Beverage,2023-07-20,6.711936781664473,53.07
P01223,S0147,Beauty,2023-10-13,7.068208298454866,16.96
P01224,S0069,Electronics,2023-01-27,6.352178575887708,186.3
P01225,S0049,Electronics,2023-05-05,7.986665827131313,55.39
P01226,S0108,Jewelry,2023-03-17,7.004139773700343,35.81
P01227,S0119,Books,2023-01-07,7.908334940335528,36.78
P01228,S0149,Toys & Games,2022-11-27,6.771718893672218,21.06
P01229,S0150,Fashion,2023-02-07,7.964154757271261,60.8
P01230,S0037,Fashion,2023-09-11,6.782184488296441,26.22
P01231,S0143,Beauty,2023-07-13,6.15996496559351,31.57
P01232,S0011,Toys & Games,2022-10-19,6.179651505144168,39.32
P01233,S0138,Books,2023-09-30,7.681507442706129,20.9
P01234,S0078,Toys & Games,2023-08-29,7.198727103476531,5.37
P01235,S0077,Jewelry,2023-05-18,7.33751798096531,29.71
P01236,S0002,Food & Beverage,2022-10-21,8.36368738462406,48.76
P01237,S0064,Beauty,2023-07-29,6.107865165681742,29.79
P01238,S0035,Electronics,2023-03-11,8.533093020778525,39.2
P01239,S0007,Beauty,2023-07-02,7.009478950760704,11.17
P01240,S0085,Fashion,2022-08-31,6.2990986371138895,13.96
P01241,S0146,Books,2022-10-15,6.207678772221855,3.29
P01242,S0067,Toys & Games,2023-09-10,6.247144981198981,24.43
P01243,S0042,Books,2023-10-29,6.202056492982517,10.26
P01244,S0118,Jewelry,2023-08-16,7.219416391073519,33.62
P01245,S0125,Beauty,2023-08-05,6.392965304805838,31.36
P01246,S0024,Art & Crafts,2022-11-09,6.502860304374927,39.88
P01247,S0046,Beauty,2023-06-25,6.8471442883028795,176.72
P01248,S0019,Electronics,2023-06-28,7.915670608897006,17.78
P01249,S0068,Beauty,2023-08-27,8.70923492630367,83.72
P01250,S0102,Sports,2022-10-10,6.9609896747030415,93.77
P01251,S0042,Jewelry,2023-03-20,6.6551325878442515,39.06
P01252,S0032,Home & Garden,2023-03-21,6.4197856846099945,42.86
P01253,S0109,Jewelry,2023-08-12,6.983751918921648,50.52
P01254,S0036,Toys & Games,2023-07-20,7.039221064948507,30.74
P01255,S0097,Home & Garden,2023-07-11,7.842736017793591,121.83
P01256,S0131,Toys & Games,2022-11-19,7.046316299635283,43.01
P01257,S0073,Toys & Games,2023-03-11,7.797277856602206,39.8
P01258,S0136,Electronics,2023-02-16,6.3287853686568285,42.25
P01259,S0097,Electronics,2023-01-15,8.108218492122264,18.18
P01260,S0123,Food & Beverage,2023-08-15,7.583922028933431,19.62
P01261,S0070,Fashion,2023-03-03,7.754362378433774,86.95
P01262,S0013,Food & Beverage,2023-05-04,7.797118448288256,6.83
P01263,S0049,Food & Beverage,2023-02-18,6.840305282289034,9.97
P01264,S0060,Fashion,2023-08-23,6.509441000915098,36.64
P01265,S0130,Art & Crafts,2023-09-15,7.026492349661089,13.56
P01266,S0005,Home & Garden,2023-01-07,7.112472788051545,19.32
P01267,S0027,Books,2023-04-02,6.822821863520931,11.8
P01268,S0149,Food & Beverage,2022-11-04,7.895465608012611,7.77
P01269,S0008,Beauty,2022-08-19,7.25274028389401,15.19
P01270,S0050,Beauty,2023-02-11,7.947384269700398,58.13
P01271,S0067,Toys & Games,2023-03-10,6.4612772804285274,9.31
P01272,S0044,Fashion,2022-08-23,8.545747872763705,9.22
P01273,S0125,Toys & Games,2023-05-01,6.677939852345643,16.0
